6 s6 C:\Code\CS6420\Cambridge_FaceDB\s6\1.pgm
6 s6 C:\Code\CS6420\Cambridge_FaceDB\s6\2.pgm
6 s6 C:\Code\CS6420\Cambridge_FaceDB\s6\3.pgm
6 s6 C:\Code\CS6420\Cambridge_FaceDB\s6\4.pgm
6 s6 C:\Code\CS6420\Cambridge_FaceDB\s6\6.pgm
6 s6 C:\Code\CS6420\Cambridge_FaceDB\s6\7.pgm
6 s6 C:\Code\CS6420\Cambridge_FaceDB\s6\8.pgm
6 s6 C:\Code\CS6420\Cambridge_FaceDB\s6\9.pgm
6 s6 C:\Code\CS6420\Cambridge_FaceDB\s6\10.pgm
7 s7 C:\Code\CS6420\Cambridge_FaceDB\s7\1.pgm
7 s7 C:\Code\CS6420\Cambridge_FaceDB\s7\2.pgm
7 s7 C:\Code\CS6420\Cambridge_FaceDB\s7\3.pgm
7 s7 C:\Code\CS6420\Cambridge_FaceDB\s7\4.pgm
7 s7 C:\Code\CS6420\Cambridge_FaceDB\s7\6.pgm
7 s7 C:\Code\CS6420\Cambridge_FaceDB\s7\7.pgm
7 s7 C:\Code\CS6420\Cambridge_FaceDB\s7\8.pgm
7 s7 C:\Code\CS6420\Cambridge_FaceDB\s7\9.pgm
7 s7 C:\Code\CS6420\Cambridge_FaceDB\s7\10.pgm
8 s8 C:\Code\CS6420\Cambridge_FaceDB\s8\1.pgm
8 s8 C:\Code\CS6420\Cambridge_FaceDB\s8\2.pgm
8 s8 C:\Code\CS6420\Cambridge_FaceDB\s8\3.pgm
8 s8 C:\Code\CS6420\Cambridge_FaceDB\s8\4.pgm
8 s8 C:\Code\CS6420\Cambridge_FaceDB\s8\6.pgm
8 s8 C:\Code\CS6420\Cambridge_FaceDB\s8\7.pgm
8 s8 C:\Code\CS6420\Cambridge_FaceDB\s8\8.pgm
8 s8 C:\Code\CS6420\Cambridge_FaceDB\s8\9.pgm
8 s8 C:\Code\CS6420\Cambridge_FaceDB\s8\10.pgm
9 s9 C:\Code\CS6420\Cambridge_FaceDB\s9\1.pgm
9 s9 C:\Code\CS6420\Cambridge_FaceDB\s9\2.pgm
9 s9 C:\Code\CS6420\Cambridge_FaceDB\s9\3.pgm
9 s9 C:\Code\CS6420\Cambridge_FaceDB\s9\4.pgm
9 s9 C:\Code\CS6420\Cambridge_FaceDB\s9\6.pgm
9 s9 C:\Code\CS6420\Cambridge_FaceDB\s9\7.pgm
9 s9 C:\Code\CS6420\Cambridge_FaceDB\s9\8.pgm
9 s9 C:\Code\CS6420\Cambridge_FaceDB\s9\9.pgm
9 s9 C:\Code\CS6420\Cambridge_FaceDB\s9\10.pgm
10 s10 C:\Code\CS6420\Cambridge_FaceDB\s10\1.pgm
10 s10 C:\Code\CS6420\Cambridge_FaceDB\s10\2.pgm
10 s10 C:\Code\CS6420\Cambridge_FaceDB\s10\3.pgm
10 s10 C:\Code\CS6420\Cambridge_FaceDB\s10\4.pgm
10 s10 C:\Code\CS6420\Cambridge_FaceDB\s10\6.pgm
10 s10 C:\Code\CS6420\Cambridge_FaceDB\s10\7.pgm
10 s10 C:\Code\CS6420\Cambridge_FaceDB\s10\8.pgm
10 s10 C:\Code\CS6420\Cambridge_FaceDB\s10\9.pgm
10 s10 C:\Code\CS6420\Cambridge_FaceDB\s10\10.pgm
11 s11 C:\Code\CS6420\Cambridge_FaceDB\s11\1.pgm
11 s11 C:\Code\CS6420\Cambridge_FaceDB\s11\2.pgm
11 s11 C:\Code\CS6420\Cambridge_FaceDB\s11\3.pgm
11 s11 C:\Code\CS6420\Cambridge_FaceDB\s11\4.pgm
11 s11 C:\Code\CS6420\Cambridge_FaceDB\s11\6.pgm
11 s11 C:\Code\CS6420\Cambridge_FaceDB\s11\7.pgm
11 s11 C:\Code\CS6420\Cambridge_FaceDB\s11\8.pgm
11 s11 C:\Code\CS6420\Cambridge_FaceDB\s11\9.pgm
11 s11 C:\Code\CS6420\Cambridge_FaceDB\s11\10.pgm
12 s12 C:\Code\CS6420\Cambridge_FaceDB\s12\1.pgm
12 s12 C:\Code\CS6420\Cambridge_FaceDB\s12\2.pgm
12 s12 C:\Code\CS6420\Cambridge_FaceDB\s12\3.pgm
12 s12 C:\Code\CS6420\Cambridge_FaceDB\s12\4.pgm
12 s12 C:\Code\CS6420\Cambridge_FaceDB\s12\6.pgm
12 s12 C:\Code\CS6420\Cambridge_FaceDB\s12\7.pgm
12 s12 C:\Code\CS6420\Cambridge_FaceDB\s12\8.pgm
12 s12 C:\Code\CS6420\Cambridge_FaceDB\s12\9.pgm
12 s12 C:\Code\CS6420\Cambridge_FaceDB\s12\10.pgm
13 s13 C:\Code\CS6420\Cambridge_FaceDB\s13\1.pgm
13 s13 C:\Code\CS6420\Cambridge_FaceDB\s13\2.pgm
13 s13 C:\Code\CS6420\Cambridge_FaceDB\s13\3.pgm
13 s13 C:\Code\CS6420\Cambridge_FaceDB\s13\4.pgm
13 s13 C:\Code\CS6420\Cambridge_FaceDB\s13\6.pgm
13 s13 C:\Code\CS6420\Cambridge_FaceDB\s13\7.pgm
13 s13 C:\Code\CS6420\Cambridge_FaceDB\s13\8.pgm
13 s13 C:\Code\CS6420\Cambridge_FaceDB\s13\9.pgm
13 s13 C:\Code\CS6420\Cambridge_FaceDB\s13\10.pgm
14 s14 C:\Code\CS6420\Cambridge_FaceDB\s14\1.pgm
14 s14 C:\Code\CS6420\Cambridge_FaceDB\s14\2.pgm
14 s14 C:\Code\CS6420\Cambridge_FaceDB\s14\3.pgm
14 s14 C:\Code\CS6420\Cambridge_FaceDB\s14\4.pgm
14 s14 C:\Code\CS6420\Cambridge_FaceDB\s14\6.pgm
14 s14 C:\Code\CS6420\Cambridge_FaceDB\s14\7.pgm
14 s14 C:\Code\CS6420\Cambridge_FaceDB\s14\8.pgm
14 s14 C:\Code\CS6420\Cambridge_FaceDB\s14\9.pgm
14 s14 C:\Code\CS6420\Cambridge_FaceDB\s14\10.pgm
15 s15 C:\Code\CS6420\Cambridge_FaceDB\s15\1.pgm
15 s15 C:\Code\CS6420\Cambridge_FaceDB\s15\2.pgm
15 s15 C:\Code\CS6420\Cambridge_FaceDB\s15\3.pgm
15 s15 C:\Code\CS6420\Cambridge_FaceDB\s15\4.pgm
15 s15 C:\Code\CS6420\Cambridge_FaceDB\s15\6.pgm
15 s15 C:\Code\CS6420\Cambridge_FaceDB\s15\7.pgm
15 s15 C:\Code\CS6420\Cambridge_FaceDB\s15\8.pgm
15 s15 C:\Code\CS6420\Cambridge_FaceDB\s15\9.pgm
15 s15 C:\Code\CS6420\Cambridge_FaceDB\s15\10.pgm
16 s16 C:\Code\CS6420\Cambridge_FaceDB\s16\1.pgm
16 s16 C:\Code\CS6420\Cambridge_FaceDB\s16\2.pgm
16 s16 C:\Code\CS6420\Cambridge_FaceDB\s16\3.pgm
16 s16 C:\Code\CS6420\Cambridge_FaceDB\s16\4.pgm
16 s16 C:\Code\CS6420\Cambridge_FaceDB\s16\6.pgm
16 s16 C:\Code\CS6420\Cambridge_FaceDB\s16\7.pgm
16 s16 C:\Code\CS6420\Cambridge_FaceDB\s16\8.pgm
16 s16 C:\Code\CS6420\Cambridge_FaceDB\s16\9.pgm
16 s16 C:\Code\CS6420\Cambridge_FaceDB\s16\10.pgm
17 s17 C:\Code\CS6420\Cambridge_FaceDB\s17\1.pgm
17 s17 C:\Code\CS6420\Cambridge_FaceDB\s17\2.pgm
17 s17 C:\Code\CS6420\Cambridge_FaceDB\s17\3.pgm
17 s17 C:\Code\CS6420\Cambridge_FaceDB\s17\4.pgm
17 s17 C:\Code\CS6420\Cambridge_FaceDB\s17\6.pgm
17 s17 C:\Code\CS6420\Cambridge_FaceDB\s17\7.pgm
17 s17 C:\Code\CS6420\Cambridge_FaceDB\s17\8.pgm
17 s17 C:\Code\CS6420\Cambridge_FaceDB\s17\9.pgm
17 s17 C:\Code\CS6420\Cambridge_FaceDB\s17\10.pgm
18 s18 C:\Code\CS6420\Cambridge_FaceDB\s18\1.pgm
18 s18 C:\Code\CS6420\Cambridge_FaceDB\s18\2.pgm
18 s18 C:\Code\CS6420\Cambridge_FaceDB\s18\3.pgm
18 s18 C:\Code\CS6420\Cambridge_FaceDB\s18\4.pgm
18 s18 C:\Code\CS6420\Cambridge_FaceDB\s18\6.pgm
18 s18 C:\Code\CS6420\Cambridge_FaceDB\s18\7.pgm
18 s18 C:\Code\CS6420\Cambridge_FaceDB\s18\8.pgm
18 s18 C:\Code\CS6420\Cambridge_FaceDB\s18\9.pgm
18 s18 C:\Code\CS6420\Cambridge_FaceDB\s18\10.pgm
19 s19 C:\Code\CS6420\Cambridge_FaceDB\s19\1.pgm
19 s19 C:\Code\CS6420\Cambridge_FaceDB\s19\2.pgm
19 s19 C:\Code\CS6420\Cambridge_FaceDB\s19\3.pgm
19 s19 C:\Code\CS6420\Cambridge_FaceDB\s19\4.pgm
19 s19 C:\Code\CS6420\Cambridge_FaceDB\s19\6.pgm
19 s19 C:\Code\CS6420\Cambridge_FaceDB\s19\7.pgm
19 s19 C:\Code\CS6420\Cambridge_FaceDB\s19\8.pgm
19 s19 C:\Code\CS6420\Cambridge_FaceDB\s19\9.pgm
19 s19 C:\Code\CS6420\Cambridge_FaceDB\s19\10.pgm
20 s20 C:\Code\CS6420\Cambridge_FaceDB\s20\1.pgm
20 s20 C:\Code\CS6420\Cambridge_FaceDB\s20\2.pgm
20 s20 C:\Code\CS6420\Cambridge_FaceDB\s20\3.pgm
20 s20 C:\Code\CS6420\Cambridge_FaceDB\s20\4.pgm
20 s20 C:\Code\CS6420\Cambridge_FaceDB\s20\6.pgm
20 s20 C:\Code\CS6420\Cambridge_FaceDB\s20\7.pgm
20 s20 C:\Code\CS6420\Cambridge_FaceDB\s20\8.pgm
20 s20 C:\Code\CS6420\Cambridge_FaceDB\s20\9.pgm
20 s20 C:\Code\CS6420\Cambridge_FaceDB\s20\10.pgm

